slug,title,level,requirements_detected,pdf,md,raw_txt,error
poriferos-y-canidarios,poriferos y canidarios,2,11,/Users/abner/Downloads/S3/honors_pdf/poriferos_y_canidarios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/poriferos-y-canidarios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/poriferos-y-canidarios.txt,
predicar,predicar,2,10,/Users/abner/Downloads/S3/honors_pdf/predicar.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/predicar.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/predicar.txt,
predicar-avanzado,predicar avanzado,3,3,/Users/abner/Downloads/S3/honors_pdf/predicar_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/predicar-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/predicar-avanzado.txt,
preparacion-de-comidas-culturales,preparacion de comidas culturales,2,9,/Users/abner/Downloads/S3/honors_pdf/preparacion_de_comidas_culturales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/preparacion-de-comidas-culturales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/preparacion-de-comidas-culturales.txt,
preservacion-de-recursos-hidricos,preservacion de recursos hidricos,1,11,/Users/abner/Downloads/S3/honors_pdf/preservacion_de_recursos_hidricos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/preservacion-de-recursos-hidricos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/preservacion-de-recursos-hidricos.txt,
presupuesto-familiar,presupuesto familiar,2,17,/Users/abner/Downloads/S3/honors_pdf/presupuesto_familiar.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/presupuesto-familiar.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/presupuesto-familiar.txt,
prevencion-de-enfermedades-tropicales,prevencion de enfermedades tropicales,2,5,/Users/abner/Downloads/S3/honors_pdf/prevencion_de_enfermedades_tropicales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/prevencion-de-enfermedades-tropicales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/prevencion-de-enfermedades-tropicales.txt,
prevencion-del-acoso-i,prevencion del acoso i,1,17,/Users/abner/Downloads/S3/honors_pdf/prevencion_del_acoso_i.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/prevencion-del-acoso-i.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/prevencion-del-acoso-i.txt,
prevencion-del-acoso-ii,prevencion del acoso ii,2,12,/Users/abner/Downloads/S3/honors_pdf/prevencion_del_acoso_ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/prevencion-del-acoso-ii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/prevencion-del-acoso-ii.txt,
primeros-auxilios-de-san-juan,primeros auxilios de san juan,1,0,/Users/abner/Downloads/S3/honors_pdf/primeros_auxilios_de_san_juan.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/primeros-auxilios-de-san-juan.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/primeros-auxilios-de-san-juan.txt,
primeros-auxilios-i,primeros auxilios i,1,24,/Users/abner/Downloads/S3/honors_pdf/primeros_auxilios_i.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/primeros-auxilios-i.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/primeros-auxilios-i.txt,
primeros-auxilios-ii,primeros auxilios ii,2,16,/Users/abner/Downloads/S3/honors_pdf/primeros_auxilios_ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/primeros-auxilios-ii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/primeros-auxilios-ii.txt,
primeros-auxilios-ii-avanzado,primeros auxilios ii avanzado,3,0,/Users/abner/Downloads/S3/honors_pdf/primeros_auxilios_ii_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/primeros-auxilios-ii-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/primeros-auxilios-ii-avanzado.txt,
procesar-texto,procesar texto,2,5,/Users/abner/Downloads/S3/honors_pdf/procesar_texto.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/procesar-texto.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/procesar-texto.txt,
profetas-y-profecia,profetas y profecia,2,14,/Users/abner/Downloads/S3/honors_pdf/profetas_y_profecia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/profetas-y-profecia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/profetas-y-profecia.txt,
profetas-y-profecia-avanzado,profetas y profecia avanzado,3,16,/Users/abner/Downloads/S3/honors_pdf/profetas_y_profecia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/profetas-y-profecia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/profetas-y-profecia-avanzado.txt,
prospeccion-de-oro,prospeccion de oro,1,7,/Users/abner/Downloads/S3/honors_pdf/prospeccion_de_oro.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/prospeccion-de-oro.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/prospeccion-de-oro.txt,
prospeccion-de-oro-avanzado,prospeccion de oro avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/prospeccion_de_oro_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/prospeccion-de-oro-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/prospeccion-de-oro-avanzado.txt,
protozoarios,protozoarios,3,10,/Users/abner/Downloads/S3/honors_pdf/protozoarios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/protozoarios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/protozoarios.txt,
puentes,puentes,1,9,/Users/abner/Downloads/S3/honors_pdf/puentes.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/puentes.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/puentes.txt,
quimica,quimica,2,5,/Users/abner/Downloads/S3/honors_pdf/quimica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/quimica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/quimica.txt,
radio,radio,3,1,/Users/abner/Downloads/S3/honors_pdf/radio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/radio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/radio.txt,
radio-avanzado,radio avanzado,3,2,/Users/abner/Downloads/S3/honors_pdf/radio_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/radio-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/radio-avanzado.txt,
radio-de-banda-ciudadana,radio de banda ciudadana,2,5,/Users/abner/Downloads/S3/honors_pdf/radio_de_banda_ciudadana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/radio-de-banda-ciudadana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/radio-de-banda-ciudadana.txt,
radioelectronica,radioelectronica,2,10,/Users/abner/Downloads/S3/honors_pdf/radioelectronica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/radioelectronica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/radioelectronica.txt,
rafting,rafting,2,11,/Users/abner/Downloads/S3/honors_pdf/rafting.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/rafting.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/rafting.txt,
raku,raku,2,7,/Users/abner/Downloads/S3/honors_pdf/raku.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/raku.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/raku.txt,
rapel,rapel,1,13,/Users/abner/Downloads/S3/honors_pdf/rapel.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/rapel.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/rapel.txt,
rapel-avanzado,rapel avanzado,2,5,/Users/abner/Downloads/S3/honors_pdf/rapel_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/rapel-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/rapel-avanzado.txt,
reanimacion-cardiopulmonar,reanimacion cardiopulmonar,2,6,/Users/abner/Downloads/S3/honors_pdf/reanimacion_cardiopulmonar.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reanimacion-cardiopulmonar.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reanimacion-cardiopulmonar.txt,
reasentamiento-refugiados-adra,reasentamiento refugiados adra,2,6,/Users/abner/Downloads/S3/honors_pdf/reasentamiento_refugiados_adra.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reasentamiento-refugiados-adra.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reasentamiento-refugiados-adra.txt,
reciclaje,reciclaje,1,15,/Users/abner/Downloads/S3/honors_pdf/reciclaje.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reciclaje.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reciclaje.txt,
reciclaje-avanzado,reciclaje avanzado,2,11,/Users/abner/Downloads/S3/honors_pdf/reciclaje_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reciclaje-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reciclaje-avanzado.txt,
redes-sociales,redes sociales,2,9,/Users/abner/Downloads/S3/honors_pdf/redes_sociales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/redes-sociales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/redes-sociales.txt,
remo,remo,2,12,/Users/abner/Downloads/S3/honors_pdf/remo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/remo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/remo.txt,
reparacion-de-calzado,reparacion de calzado,3,9,/Users/abner/Downloads/S3/honors_pdf/reparacion_de_calzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reparacion-de-calzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reparacion-de-calzado.txt,
reptiles-1,reptiles 1,1,7,/Users/abner/Downloads/S3/honors_pdf/reptiles_1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reptiles-1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reptiles-1.txt,
reptiles-avanzado,reptiles avanzado,,8,/Users/abner/Downloads/S3/honors_pdf/reptiles_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reptiles-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reptiles-avanzado.txt,
rescate-basico,rescate basico,1,11,/Users/abner/Downloads/S3/honors_pdf/rescate_basico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/rescate-basico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/rescate-basico.txt,
resolucion-conflictos-adra,resolucion conflictos adra,1,7,/Users/abner/Downloads/S3/honors_pdf/resolucion_conflictos_adra.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/resolucion-conflictos-adra.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/resolucion-conflictos-adra.txt,
restauracion-y-conservacion-de-documentos,restauracion y conservacion de documentos,1,17,/Users/abner/Downloads/S3/honors_pdf/restauracion_y_conservacion_de_documentos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/restauracion-y-conservacion-de-documentos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/restauracion-y-conservacion-de-documentos.txt,
reyes-de-israel,reyes de israel,1,15,/Users/abner/Downloads/S3/honors_pdf/reyes_de_israel.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/reyes-de-israel.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/reyes-de-israel.txt,
rios-y-arroyos,rios y arroyos,2,11,/Users/abner/Downloads/S3/honors_pdf/rios_y_arroyos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/rios-y-arroyos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/rios-y-arroyos.txt,
rios-y-arroyos-avanzado,rios y arroyos avanzado,2,2,/Users/abner/Downloads/S3/honors_pdf/rios_y_arroyos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/rios-y-arroyos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/rios-y-arroyos-avanzado.txt,
robotica,robotica,1,13,/Users/abner/Downloads/S3/honors_pdf/robotica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/robotica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/robotica.txt,
robotica-avanzado,robotica avanzado,2,9,/Users/abner/Downloads/S3/honors_pdf/robotica_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/robotica-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/robotica-avanzado.txt,
salud-mental,salud mental,3,14,/Users/abner/Downloads/S3/honors_pdf/salud_mental.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/salud-mental.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/salud-mental.txt,
salud-y-curacion,salud y curacion,2,5,/Users/abner/Downloads/S3/honors_pdf/salud_y_curacion.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/salud-y-curacion.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/salud-y-curacion.txt,
sangre-y-defensas-y-del-cuerpo,sangre y defensas y del cuerpo,2,17,/Users/abner/Downloads/S3/honors_pdf/sangre_y_defensas_y_del_cuerpo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/sangre-y-defensas-y-del-cuerpo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/sangre-y-defensas-y-del-cuerpo.txt,
santuario,santuario,1,10,/Users/abner/Downloads/S3/honors_pdf/santuario.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/santuario.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/santuario.txt,
santuario-avanzado,santuario avanzado,3,7,/Users/abner/Downloads/S3/honors_pdf/santuario_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/santuario-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/santuario-avanzado.txt,
sastreria,sastreria,3,8,/Users/abner/Downloads/S3/honors_pdf/sastreria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/sastreria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/sastreria.txt,
secretariado,secretariado,2,8,/Users/abner/Downloads/S3/honors_pdf/secretariado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/secretariado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/secretariado.txt,
seguridad-ante-incendios,seguridad ante incendios,1,9,/Users/abner/Downloads/S3/honors_pdf/seguridad_ante_incendios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/seguridad-ante-incendios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/seguridad-ante-incendios.txt,
seguridad-basica-en-el-agua,seguridad basica en el agua,1,11,/Users/abner/Downloads/S3/honors_pdf/seguridad_basica_en_el_agua.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/seguridad-basica-en-el-agua.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/seguridad-basica-en-el-agua.txt,
seguridad-en-el-campamento,seguridad en el campamento,2,11,/Users/abner/Downloads/S3/honors_pdf/seguridad_en_el_campamento.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/seguridad-en-el-campamento.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/seguridad-en-el-campamento.txt,
seguridad-en-el-campamento-avanzado,seguridad en el campamento avanzado,2,4,/Users/abner/Downloads/S3/honors_pdf/seguridad_en_el_campamento_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/seguridad-en-el-campamento-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/seguridad-en-el-campamento-avanzado.txt,
selvas-pluviales,selvas pluviales,1,14,/Users/abner/Downloads/S3/honors_pdf/selvas_pluviales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/selvas-pluviales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/selvas-pluviales.txt,
semillas1,semillas1,1,9,/Users/abner/Downloads/S3/honors_pdf/semillas1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/semillas1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/semillas1.txt,
semillas-avanzado,semillas avanzado,2,8,/Users/abner/Downloads/S3/honors_pdf/semillas_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/semillas-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/semillas-avanzado.txt,
senderismo,senderismo,1,11,/Users/abner/Downloads/S3/honors_pdf/senderismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/senderismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/senderismo.txt,
senderismo-avanzado,senderismo avanzado,3,4,/Users/abner/Downloads/S3/honors_pdf/senderismo_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/senderismo-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/senderismo-avanzado.txt,
senderismo-con-raquetas-de-nieve,senderismo con raquetas de nieve,1,9,/Users/abner/Downloads/S3/honors_pdf/senderismo_con_raquetas_de_nieve.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/senderismo-con-raquetas-de-nieve.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/senderismo-con-raquetas-de-nieve.txt,
senderismo-con-raquetas-de-nieve-avanzado,senderismo con raquetas de nieve avanzado,3,10,/Users/abner/Downloads/S3/honors_pdf/senderismo_con_raquetas_de_nieve_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/senderismo-con-raquetas-de-nieve-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/senderismo-con-raquetas-de-nieve-avanzado.txt,
serigrafia,serigrafia,2,5,/Users/abner/Downloads/S3/honors_pdf/serigrafia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/serigrafia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/serigrafia.txt,
serigrafia-avanzado,serigrafia avanzado,3,6,/Users/abner/Downloads/S3/honors_pdf/serigrafia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/serigrafia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/serigrafia-avanzado.txt,
servicio-comunitario-adra,servicio comunitario adra,1,4,/Users/abner/Downloads/S3/honors_pdf/servicio_comunitario_adra.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/servicio-comunitario-adra.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/servicio-comunitario-adra.txt,
sexualidad-humana,sexualidad humana,1,15,/Users/abner/Downloads/S3/honors_pdf/sexualidad_humana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/sexualidad-humana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/sexualidad-humana.txt,
silbatos,silbatos,1,18,/Users/abner/Downloads/S3/honors_pdf/silbatos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/silbatos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/silbatos.txt,
silbatos-avanzado,silbatos avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/silbatos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/silbatos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/silbatos-avanzado.txt,
silvicultura,silvicultura,2,10,/Users/abner/Downloads/S3/honors_pdf/silvicultura.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/silvicultura.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/silvicultura.txt,
silvicultura-avanzado,silvicultura avanzado,3,9,/Users/abner/Downloads/S3/honors_pdf/silvicultura_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/silvicultura-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/silvicultura-avanzado.txt,
sistema-respiratorio,sistema respiratorio,2,15,/Users/abner/Downloads/S3/honors_pdf/sistema_respiratorio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/sistema-respiratorio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/sistema-respiratorio.txt,
socorrismo,socorrismo,2,9,/Users/abner/Downloads/S3/honors_pdf/socorrismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/socorrismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/socorrismo.txt,
socorrismo-avanzado,socorrismo avanzado,3,0,/Users/abner/Downloads/S3/honors_pdf/socorrismo_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/socorrismo-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/socorrismo-avanzado.txt,
softbol,softbol,1,13,/Users/abner/Downloads/S3/honors_pdf/softbol.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/softbol.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/softbol.txt,
sol-de-medianoche,sol de medianoche,1,7,/Users/abner/Downloads/S3/honors_pdf/sol_de_medianoche.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/sol-de-medianoche.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/sol-de-medianoche.txt,
soldadura,soldadura,2,10,/Users/abner/Downloads/S3/honors_pdf/soldadura.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/soldadura.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/soldadura.txt,
supervivencia-en-clima-frio,supervivencia en clima frio,1,14,/Users/abner/Downloads/S3/honors_pdf/supervivencia_en_clima_frio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/supervivencia-en-clima-frio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/supervivencia-en-clima-frio.txt,
surf-a-vela,surf a vela,2,11,/Users/abner/Downloads/S3/honors_pdf/surf_a_vela.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/surf-a-vela.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/surf-a-vela.txt,
tabla-de-esqui-acuatico,tabla de esqui acuatico,2,7,/Users/abner/Downloads/S3/honors_pdf/tabla_de_esqui_acuatico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tabla-de-esqui-acuatico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tabla-de-esqui-acuatico.txt,
taiga,taiga,1,16,/Users/abner/Downloads/S3/honors_pdf/taiga.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/taiga.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/taiga.txt,
taiga-avanzado,taiga avanzado,2,2,/Users/abner/Downloads/S3/honors_pdf/taiga_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/taiga-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/taiga-avanzado.txt,
tallado-en-madera,tallado en madera,2,5,/Users/abner/Downloads/S3/honors_pdf/tallado_en_madera.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tallado-en-madera.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tallado-en-madera.txt,
tamboreo-y-percusion,tamboreo y percusion,2,15,/Users/abner/Downloads/S3/honors_pdf/tamboreo_y_percusion.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tamboreo-y-percusion.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tamboreo-y-percusion.txt,
tamboreo-y-percusion-avanzado,tamboreo y percusion avanzado,3,13,/Users/abner/Downloads/S3/honors_pdf/tamboreo_y_percusion_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tamboreo-y-percusion-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tamboreo-y-percusion-avanzado.txt,
tapiceria,tapiceria,2,8,/Users/abner/Downloads/S3/honors_pdf/tapiceria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tapiceria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tapiceria.txt,
taquigrafia,taquigrafia,3,2,/Users/abner/Downloads/S3/honors_pdf/taquigrafia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/taquigrafia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/taquigrafia.txt,
tarjetas-postales,tarjetas postales,1,11,/Users/abner/Downloads/S3/honors_pdf/tarjetas_postales.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tarjetas-postales.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tarjetas-postales.txt,
tarjetas-postales-avanzado,tarjetas postales avanzado,3,7,/Users/abner/Downloads/S3/honors_pdf/tarjetas_postales_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tarjetas-postales-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tarjetas-postales-avanzado.txt,
techado-con-paja,techado con paja,2,7,/Users/abner/Downloads/S3/honors_pdf/techado_con_paja.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/techado-con-paja.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/techado-con-paja.txt,
tecnologia-movil,tecnologia movil,2,13,/Users/abner/Downloads/S3/honors_pdf/tecnologia_movil.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tecnologia-movil.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tecnologia-movil.txt,
